"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPRE_RA","POPRE_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO",220400,5267,5235,2558,2677,1397,2562,1276,683,1337,657,NA,0.564,NA,NA,58,48,48,0,16,12,11,12,7,0,0,0,58,19,25,30,25.31,6.68,0,5,19,0,1,5,1,5,1,50,0,20,37,22,36,54,4,0,0,0,52,0,5,52,0,5,38,39,41,39.12,1.96,0,11,4,6,33,58,0,28,30,52,4,0,20,0,14,1,11,2,1,4,0,2,58,0,0,0,0,26,32,1,5,1,50,0,3,51,4,2944.25,3215,3471.25,3230.91,499.91,2,45,5,0,58,9.86,0.4,0,57,28,0,0,3,25,0,2,21,1,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.941,NA,43.38,5.32,0,0,0,0,0,0,0
2015,"MUNICIPIO",220410,4333,4477,2221,2256,1144,2163,1170,556,1085,615,NA,0.577,NA,NA,58,52,52,1,6,19,14,15,2,1,0,0,57,21,26,30,25.83,5.99,0,4,14,0,4,2,1,2,1,54,0,31,27,16,42,57,1,0,0,0,56,0,2,56,0,2,38,39,40,38.52,1.96,0,9,4,11,30,58,0,33,25,56,1,1,9,4,19,1,15,1,0,1,1,7,58,0,0,0,0,28,30,1,2,1,54,0,4,50,4,2941.25,3297,3555,3251.79,502.45,2,46,9,1,57,9.38,1.09,0,58,35,0,0,3,32,0,5,12,3,12,20,15,1,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668,NA,53.46,8.08,0,0,0,34.48,17.24,17.24,34.48
2015,"MUNICIPIO",220415,3097,2879,1436,1443,729,1604,546,374,784,285,NA,0.553,NA,NA,39,38,38,1,6,8,14,7,3,0,0,0,38,22.5,26,29.5,26.08,5.93,2,6,11,0,1,6,7,0,0,32,0,20,19,15,24,39,0,0,0,0,38,0,1,38,0,1,38,39,40,38.79,1.47,0,5,1,11,21,39,0,12,27,39,0,0,4,9,7,4,11,0,0,0,0,4,39,0,0,0,0,20,19,7,0,0,32,0,2,35,2,2965,3200,3432.5,3242.44,447.4,1,35,3,4,35,8.62,1.44,0,39,19,0,0,2,17,0,3,3,0,11,10,9,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,49.74,6.13,0,0,0,51.28,51.28,0,51.28
2015,"MUNICIPIO",220420,9054,8592,4383,4209,2151,4694,1747,1030,2294,885,NA,0.608,NA,NA,127,120,120,0,25,34,34,20,12,2,0,0,127,20,25,30,25.55,6.3,2,14,28,0,5,18,23,1,0,102,0,30,97,61,66,125,2,0,1,3,121,0,2,125,0,2,38,39,39,38.04,2.41,0,25,11,14,72,126,1,32,95,119,8,0,35,16,18,6,31,3,4,2,0,12,126,0,1,0,0,65,62,23,1,0,102,0,14,109,4,2870,3200,3515,3133.94,581.61,5,108,12,6,121,8.9,1.4,0,127,51,0,0,6,45,0,8,24,4,9,28,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.088,NA,55.36,5.63,0,0,0,7.87,7.87,0,7.87
2015,"MUNICIPIO",220430,11372,11117,5478,5639,2915,5983,2219,1422,3020,1197,NA,0.619,NA,NA,174,156,156,4,37,43,37,30,17,5,1,0,170,20,25,31,25.76,7.18,2,18,60,0,7,21,49,9,0,116,0,32,136,87,87,172,2,0,0,1,165,0,6,166,0,6,38,39,40,38.53,1.95,0,14,8,19,128,69,105,54,120,159,9,5,53,15,38,5,23,1,7,2,5,22,174,0,0,0,0,94,80,49,9,0,116,0,12,152,10,2975,3250,3563,3226.29,551.32,6,144,20,1,173,9.21,0.8,4,168,78,0,0,14,64,1,12,25,6,20,46,32,3,0,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.126,NA,57.62,6.86,0,0,0,17.24,17.24,0,17.24
2015,"MUNICIPIO",220435,5319,5475,2776,2699,1486,2895,1094,704,1435,560,NA,0.561,NA,NA,87,86,86,3,22,26,21,8,4,3,0,0,84,19,23,28,23.98,6.67,0,13,29,0,0,1,11,0,0,76,0,27,60,39,48,87,0,0,0,0,85,0,1,85,0,1,38,39,40,39.06,1.31,0,29,15,11,31,87,0,29,58,86,1,0,26,10,24,4,17,1,0,0,0,4,87,0,0,0,0,42,45,11,0,0,76,0,3,80,4,3000,3250,3505,3267.32,442.01,6,72,8,3,84,9.31,1.24,0,87,45,0,0,8,37,1,4,13,2,17,25,20,2,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,60.63,8.46,1149.43,69.69,69.69,11.49,11.49,0,11.49
2015,"MUNICIPIO",220440,10514,10402,5213,5189,3351,5221,1830,1680,2563,946,NA,0.548,NA,NA,168,66,66,3,54,34,41,19,16,1,0,0,165,19,23,29,24.11,6.54,1,20,70,0,4,17,7,17,1,137,0,59,103,53,115,168,0,0,1,2,153,0,8,156,0,8,38,39,40,38.76,2.48,0,40,17,22,73,128,40,112,56,155,6,2,32,10,60,10,23,4,2,0,2,16,163,2,2,1,0,95,73,7,17,1,141,0,7,145,16,3000,3314,3600,3322.69,492.93,10,119,31,4,85,9.29,1.24,2,163,37,0,0,4,33,3,3,12,6,9,22,15,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.202,NA,65.55,3.52,0,0,0,5.95,5.95,0,5.95
2015,"MUNICIPIO",220450,10338,10268,5088,5180,2760,5494,2014,1365,2735,1080,NA,0.65,NA,NA,156,88,88,5,32,49,36,24,10,0,0,0,151,20,24,29,24.4,6.18,0,6,33,0,3,13,13,2,0,84,0,79,77,86,70,156,0,0,0,0,143,0,9,143,0,9,38,40,41,39.32,2.01,0,22,12,20,70,100,56,81,75,119,7,0,53,5,19,2,23,4,3,0,0,13,156,0,0,0,0,70,85,18,3,0,108,0,10,133,13,2987.75,3270,3631,3284.63,544,15,109,25,3,151,9.36,1.2,2,152,71,0,0,8,63,2,12,21,10,18,38,33,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.776,NA,57.04,6.87,0,0,0,6.41,6.41,0,6.41
2015,"MUNICIPIO",220455,4478,4401,2216,2185,1519,2291,591,748,1130,307,NA,0.508,NA,NA,87,60,60,0,26,29,17,11,4,0,0,0,87,19,22,26.5,23.3,5.51,0,12,31,0,3,5,12,3,0,72,0,15,71,35,52,87,0,0,0,0,86,0,1,86,0,1,38,39,40,39.01,1.34,0,23,4,6,54,85,2,19,68,76,2,9,29,3,22,1,18,0,2,0,9,3,84,1,1,1,0,43,44,12,3,0,72,0,5,79,3,2950,3350,3500,3237.34,448.16,8,70,8,0,63,9.14,0.72,0,87,10,0,0,1,9,0,0,1,3,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,NA,76.99,2.23,0,0,0,0,0,0,0
2015,"MUNICIPIO",220460,3813,3771,1839,1932,1007,1941,823,525,985,422,NA,0.599,NA,NA,56,43,43,2,17,9,11,9,8,0,0,0,54,18,24.5,31,24.84,7.37,0,4,22,0,0,6,6,2,1,45,0,19,37,24,32,54,1,0,0,0,52,0,4,52,0,4,38.75,39,40,39.29,1.63,0,10,1,3,38,56,0,33,23,49,3,0,12,7,12,2,14,3,0,1,0,1,56,0,0,0,0,33,23,6,2,1,45,0,4,50,2,2992.5,3137.5,3580,3253.41,481.52,5,43,4,0,53,9.64,0.56,1,55,20,0,0,0,20,0,4,11,1,4,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,NA,56.85,5.25,0,0,0,0,0,0,0
2015,"MUNICIPIO",220465,9211,8914,4557,4357,2638,4576,1700,1277,2190,890,NA,0.563,NA,NA,133,112,112,7,35,46,24,14,7,0,0,0,126,18,22,27,22.97,6.15,0,15,66,0,1,3,7,7,0,109,0,28,104,57,76,133,0,0,0,3,120,0,10,123,0,10,37,39,40,38.36,2.57,0,50,10,20,42,133,0,106,27,132,1,0,40,7,48,3,10,0,1,0,0,24,133,0,0,0,0,68,65,7,7,0,109,0,13,111,9,2980,3255,3542,3213.16,572.15,5,113,15,3,128,9.68,0.84,1,131,70,0,0,4,66,5,8,25,12,16,39,31,2,0,5,4,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.784,NA,60.73,7.6,0,0,0,37.59,30.08,7.52,37.59
2015,"MUNICIPIO",220470,15044,14845,7319,7526,3876,7749,3220,1905,3927,1694,NA,0.624,NA,NA,219,196,196,4,50,54,55,35,18,3,0,0,215,20,25,30,24.98,6.57,0,25,54,0,11,17,19,1,0,196,0,70,148,90,129,208,11,0,0,2,210,0,6,212,0,6,38,39,40,38.43,1.97,0,45,9,21,142,218,1,93,126,206,9,2,73,4,63,4,40,1,4,9,2,16,218,0,0,1,0,107,112,19,1,0,196,0,17,189,13,2915,3250,3574,3227.72,554.43,12,169,23,2,216,9.87,0.55,0,219,90,0,0,8,82,1,17,32,6,26,51,39,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.923,3.5,55.77,5.98,0,0,0,9.13,9.13,0,9.13
2015,"MUNICIPIO",220480,9599,9327,4595,4732,2467,4915,1945,1229,2476,1027,NA,0.63,NA,NA,132,127,127,1,27,33,38,21,11,1,0,0,131,20,25,29.25,25.27,6.26,0,13,30,0,2,12,16,2,0,114,0,35,97,50,82,128,4,0,0,0,130,0,2,130,0,2,38,39,39,38.6,1.47,0,31,4,7,89,124,8,47,85,128,2,1,37,7,30,7,38,0,1,3,1,8,128,0,4,0,0,66,66,16,2,0,114,0,5,118,9,3015,3250,3555,3274.89,457.37,7,106,15,1,131,9.43,0.84,3,129,80,0,0,5,75,3,14,21,12,25,53,27,4,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.228,NA,53.31,8.33,0,0,0,30.3,30.3,0,30.3
2015,"MUNICIPIO",220490,8408,8221,4120,4101,2403,4254,1564,1214,2081,806,NA,0.582,NA,NA,126,118,118,3,35,33,25,16,10,4,0,0,123,19,23,29,24.33,7.04,1,15,49,0,5,4,9,10,0,105,0,51,75,56,70,125,0,0,0,1,119,0,6,120,0,6,38,39,40,38.94,1.77,0,28,0,2,89,125,1,59,67,119,3,2,39,9,38,5,21,2,1,0,2,7,124,0,1,1,0,66,60,9,10,0,105,0,10,110,6,2938.5,3255,3477.5,3196.36,507.93,7,107,10,4,121,9.34,1.12,0,126,51,0,0,8,43,1,7,19,4,12,29,22,3,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.749,NA,60.55,6.07,0,0,0,15.87,15.87,0,15.87
2015,"MUNICIPIO",220500,11354,11109,5545,5564,2564,5769,2776,1233,2873,1458,NA,0.541,NA,NA,133,130,130,0,32,33,33,21,10,4,0,0,133,20,25,30,25.34,6.67,2,16,43,0,2,11,25,0,0,107,0,29,103,57,76,133,0,0,0,3,128,0,2,131,0,2,38,39,40,38.42,2.04,0,31,9,17,75,133,0,33,100,129,4,0,39,11,25,4,39,2,2,0,0,11,133,0,0,0,0,72,61,25,0,0,107,0,12,112,9,2936,3226,3470,3190.15,534.76,5,115,13,5,128,9.27,1.04,0,133,77,0,0,14,63,2,8,29,5,19,49,28,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.834,NA,46.29,6.78,0,0,0,7.52,7.52,0,7.52
2015,"MUNICIPIO",220510,10828,10678,5385,5293,2733,5600,2345,1354,2714,1225,NA,0.583,NA,NA,134,116,116,2,33,30,32,19,16,2,0,0,132,19,25,30,25.32,6.77,1,14,44,0,3,13,18,14,0,96,0,54,78,52,82,132,2,0,0,0,129,0,3,129,0,3,38,39,40,38.5,1.78,0,20,11,10,85,67,67,58,76,125,6,1,27,12,37,11,20,3,3,2,1,14,132,1,1,0,0,70,64,18,14,0,96,0,16,110,8,2904.5,3267.5,3547.5,3172.47,624.78,7,110,13,3,129,9.23,1.05,1,133,51,0,0,7,44,3,7,15,1,18,25,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.119,NA,49.37,4.71,0,0,0,0,0,0,0
2015,"MUNICIPIO",220515,5682,5722,2904,2818,1441,3154,1127,718,1551,549,NA,0.535,NA,NA,82,25,25,0,14,27,15,17,9,0,0,0,82,21,24.5,31,25.67,6.59,1,13,27,0,0,6,16,2,0,37,0,26,56,36,46,82,0,0,0,0,79,0,3,79,0,3,38,39,40,38.9,1.7,0,13,17,14,36,82,0,31,51,71,3,3,25,3,24,2,12,2,1,0,3,5,82,0,0,0,0,44,38,16,2,0,37,0,3,77,2,2900,3165,3428.75,3155.96,389.01,6,70,4,1,38,9,1.36,0,77,37,0,0,5,32,0,7,17,3,5,20,17,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.608,NA,52.87,6.51,0,0,0,12.2,12.2,0,12.2
2015,"MUNICIPIO",220520,18660,18035,8800,9235,5135,9313,3587,2562,4776,1897,NA,0.524,NA,NA,238,217,217,2,71,71,47,34,10,3,0,0,236,19,23,28,23.76,6.06,6,40,97,0,8,23,15,0,0,215,0,115,115,105,133,236,2,0,0,1,235,0,2,236,0,2,38,39,40,38.81,1.52,0,61,13,55,105,138,100,53,185,228,6,1,66,30,48,6,63,4,2,2,1,15,238,0,0,0,0,129,109,15,0,0,215,0,15,207,16,3000,3314,3650,3297.32,503.67,11,198,26,4,233,9.2,0.87,1,237,121,0,0,14,107,5,12,49,11,30,65,56,7,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.856,NA,49.83,6.48,0,0,0,8.4,8.4,0,8.4
2015,"MUNICIPIO",220525,4412,4309,2182,2127,1166,2227,916,559,1099,469,NA,0.593,NA,NA,42,27,27,0,10,16,8,4,4,0,0,0,42,20.5,24,27,24.71,5.79,1,5,11,0,0,0,1,7,0,30,0,12,29,14,28,42,0,0,0,1,39,0,2,40,0,2,38,39,40,38.79,2.35,0,10,6,7,11,42,0,20,22,36,3,0,10,1,11,1,9,1,2,0,0,4,41,0,0,1,0,17,25,1,7,0,30,0,2,38,2,3052.5,3245,3476.25,3246.36,510.4,1,38,3,0,40,9.78,0.58,0,41,18,0,0,5,13,0,4,5,1,3,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,NA,38.22,4.08,0,0,0,0,0,0,0
2015,"MUNICIPIO",220527,4767,4656,2423,2233,1130,2368,1158,548,1129,556,NA,0.566,NA,NA,50,10,10,1,9,16,15,4,5,0,0,0,49,20,24,27.75,24.56,5.89,0,3,21,0,0,1,0,1,0,47,0,7,41,21,29,48,2,0,1,0,46,0,3,47,0,3,38,39,40,39.06,2.39,0,17,5,6,19,50,0,27,23,45,2,1,16,1,18,1,6,1,0,2,1,2,19,31,0,0,0,25,25,0,1,0,47,0,2,45,3,3000,3327.5,3607.5,3256.6,604.97,3,38,7,0,19,9.89,0.32,0,50,30,0,0,2,28,0,3,12,3,10,15,15,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,44.29,6.29,0,0,0,20,20,0,20
2015,"MUNICIPIO",220530,4392,4390,2221,2169,1203,2262,925,587,1095,487,NA,0.591,NA,NA,50,44,44,1,11,18,10,6,4,0,0,0,49,20,23,28.75,24.2,6.42,1,2,20,0,0,6,2,2,0,45,0,34,16,19,31,48,2,0,0,2,45,0,2,47,0,2,38,39,40,38.43,2.22,0,10,6,4,28,50,0,18,32,47,3,0,17,1,9,4,12,1,0,2,0,3,50,0,0,0,0,26,24,2,2,0,45,0,4,41,5,2950,3308,3600,3230.54,717.09,3,38,6,2,48,9.18,1.62,0,49,29,0,0,3,26,2,0,18,2,4,18,11,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095,NA,45.66,6.6,0,0,0,20,20,0,20
2015,"MUNICIPIO",220535,2965,2960,1571,1389,750,1644,566,377,735,277,NA,0.561,NA,NA,39,37,37,0,7,12,14,3,3,0,0,0,39,20.5,25,28.5,24.64,5.77,0,0,16,0,1,0,5,2,0,32,0,16,23,13,26,39,0,0,0,0,39,0,0,39,0,0,39,40,40,39.33,1.11,0,12,3,4,20,39,0,13,26,38,1,0,11,2,15,0,10,0,1,0,0,0,39,0,0,0,0,20,19,5,2,0,32,0,3,33,3,2970,3300,3557.5,3275.13,539.53,5,29,5,0,38,9.37,0.71,1,38,22,0,0,1,21,3,4,10,1,3,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1.8,53.06,7.42,0,0,0,0,0,0,0
2015,"MUNICIPIO",220540,14083,13817,7154,6663,4131,7277,2409,2019,3470,1174,NA,0.522,NA,NA,188,163,163,3,45,70,32,26,10,2,0,0,185,19,22,28,23.85,6.14,3,36,77,0,4,4,19,18,0,148,0,45,140,82,106,184,4,0,0,3,169,0,15,172,0,15,38,39,40,38.64,2.38,0,65,21,24,67,162,26,128,60,183,4,0,59,14,60,3,21,1,3,4,0,21,184,0,4,0,0,99,89,19,18,0,148,0,17,158,13,2900,3200,3507.5,3190.4,531.98,14,149,19,1,182,9.36,0.84,1,187,87,0,0,13,74,1,10,38,4,21,57,30,5,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.943,NA,54.18,6.18,0,0,0,15.96,15.96,0,15.96
2015,"MUNICIPIO",220545,5308,5100,2665,2435,1523,2749,828,733,1298,404,NA,0.504,NA,NA,81,45,45,2,18,21,26,9,4,1,0,0,79,20,24,28,24.49,6.01,1,17,31,0,2,4,3,4,0,64,0,23,55,22,59,79,2,0,0,1,77,0,3,78,0,3,38,39,40,38.9,2.01,0,18,6,13,23,78,3,35,46,70,6,2,19,1,23,3,16,2,4,2,2,6,77,1,3,0,0,40,41,3,4,0,64,0,4,70,7,3000,3400,3650,3319.68,510,5,58,14,3,71,9.28,1.01,0,76,18,0,0,2,16,0,3,7,1,5,13,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,62.4,3.39,0,0,0,12.35,12.35,0,12.35
2015,"MUNICIPIO",220550,38314,37085,18522,18563,9943,20009,7133,4883,10007,3673,NA,0.618,NA,NA,633,450,450,5,115,168,193,111,37,4,0,0,628,21,25,29,25.23,5.77,1,47,203,0,23,37,23,7,5,554,1,133,491,231,402,621,12,0,1,8,573,0,41,582,0,41,38,39,40,38.84,2.21,0,160,57,54,264,473,160,359,274,595,18,2,169,23,186,32,112,6,9,12,2,56,627,4,2,0,0,304,329,23,7,5,554,1,50,520,63,2955,3300,3650,3273.18,586.9,41,457,99,8,613,9.67,0.96,7,614,222,0,0,26,196,7,18,86,18,67,135,87,9,0,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.089,NA,63.26,5.79,0,0,0,12.64,12.64,0,12.64
2015,"MUNICIPIO",220551,5380,4757,2419,2338,1425,2410,922,688,1171,479,NA,0.57,NA,NA,59,20,20,2,16,16,13,5,7,0,0,0,57,19,23,28,24.49,6.82,0,7,26,0,1,3,2,0,1,55,0,13,44,22,37,57,2,0,0,0,56,0,3,56,0,3,38,39,40,38.86,1.93,0,10,0,2,43,59,0,32,27,56,1,0,13,5,19,4,8,1,0,2,0,5,36,23,0,0,0,33,26,2,0,1,55,0,5,50,4,2915,3260,3555,3248.56,510.37,5,47,5,0,26,9.81,0.63,1,58,16,0,0,3,13,2,1,6,2,2,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851,NA,50.38,2.97,0,0,0,0,0,0,0
2015,"MUNICIPIO",220552,5510,5373,2800,2573,1629,2716,1028,769,1292,512,NA,0.582,NA,NA,71,40,40,0,22,23,16,8,1,1,0,0,71,19,22,26,23.21,5.55,0,3,26,0,1,1,3,2,0,64,0,17,52,32,39,71,0,0,1,0,65,0,5,66,0,5,38,39,40,39,2.25,0,13,6,6,45,71,0,40,31,63,0,0,26,3,16,1,13,0,0,0,0,4,71,0,0,0,0,38,33,3,2,0,64,0,5,56,10,3000,3350,3700,3343.06,648.66,7,51,11,0,55,9.33,0.75,1,58,24,0,0,4,20,0,3,9,4,4,16,8,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133,NA,54.95,4.36,0,0,0,28.17,28.17,0,28.17
2015,"MUNICIPIO",220553,4657,4517,2354,2163,1248,2434,835,587,1160,416,NA,0.555,NA,NA,69,54,54,2,17,19,14,13,3,1,0,0,67,19,24,29,24.19,6.39,0,11,31,0,1,2,4,1,0,64,0,19,50,32,37,69,0,0,0,1,67,0,0,68,0,0,38,39,40,38.88,1.83,0,14,1,6,44,69,0,27,42,64,4,1,26,2,21,3,8,2,2,0,1,3,69,0,0,0,0,31,38,4,1,0,64,0,3,57,9,3084,3360,3650,3355.96,572.73,3,51,14,0,56,9.38,0.68,1,68,34,0,0,6,28,1,1,9,4,13,22,12,0,0,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.525,NA,59.48,7.3,0,0,0,43.48,28.99,14.49,43.48
2015,"MUNICIPIO",220554,2772,2656,1339,1317,742,1325,589,322,699,296,NA,0.597,NA,NA,44,35,35,1,7,12,13,7,3,0,1,0,43,21,25,29.25,25.41,6.48,1,4,18,0,1,2,7,2,0,30,0,12,31,10,34,44,0,0,0,0,43,0,1,43,0,1,38,39.5,40,39.14,1.53,0,9,3,3,27,44,0,25,19,40,0,0,7,2,20,1,8,0,0,0,0,2,44,0,0,0,0,31,13,7,2,0,30,0,3,38,3,2987.5,3295,3573.75,3253.39,495.81,5,34,5,0,44,9.8,0.41,0,44,16,0,0,4,12,0,1,7,1,3,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772,NA,62.95,5.77,0,0,0,0,0,0,0
2015,"MUNICIPIO",220555,8330,8008,4124,3884,2436,4086,1486,1145,1990,749,NA,0.55,NA,NA,120,59,59,1,25,42,20,24,5,3,0,0,119,20,23,30,24.73,6.1,1,15,41,0,5,4,6,2,1,97,0,27,89,43,77,119,0,0,0,2,105,0,5,107,0,5,38,39,40,38.78,2.2,0,26,8,16,36,118,2,83,37,115,3,0,25,10,34,7,17,1,2,0,0,13,118,1,1,0,0,67,53,6,2,1,97,0,9,102,9,2938.25,3245,3603.75,3212.39,603.81,5,91,13,0,95,9.74,0.53,0,119,35,0,0,6,29,2,6,8,0,13,23,12,3,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.391,NA,60.3,4.2,0,0,0,16.67,16.67,0,16.67
2015,"MUNICIPIO",220556,4579,4523,2321,2202,1248,2397,878,604,1148,450,NA,0.502,NA,NA,78,59,59,1,13,22,23,13,5,1,0,0,77,20,25,29,25.17,6.22,0,13,31,0,1,4,22,5,0,50,0,28,50,35,43,74,4,0,0,0,77,0,1,77,0,1,38,39,40,38.82,1.25,0,26,2,5,42,69,9,31,47,73,2,3,29,4,26,1,10,2,0,3,3,0,69,7,2,0,0,42,36,22,5,0,50,0,10,63,5,2832.5,3240,3513.75,3174.87,536.2,9,56,8,0,65,9.12,0.91,0,78,27,0,0,2,25,1,6,10,1,7,10,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,67.94,5.9,0,0,0,0,0,0,0
2015,"MUNICIPIO",220557,6611,6422,3208,3214,2016,3215,1191,1027,1586,601,NA,0.529,NA,NA,78,51,51,0,17,18,22,16,3,2,0,0,78,20,25,30,25.51,6.27,1,7,36,0,2,3,14,0,2,54,0,21,51,41,37,76,2,0,0,0,72,0,6,72,0,6,38.25,39,41,39.31,1.72,0,14,7,11,42,78,0,41,37,73,2,0,33,4,19,1,13,1,1,2,0,3,77,1,0,0,0,41,37,14,0,2,54,0,5,71,2,2905,3160,3537.5,3148.87,568.42,8,63,5,0,70,9.51,0.63,1,74,27,0,0,4,23,1,3,8,4,7,17,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,49.18,4.08,0,0,0,12.82,0,12.82,12.82
2015,"MUNICIPIO",220558,3975,3863,1990,1873,1052,2053,758,508,993,372,NA,0.583,NA,NA,54,30,30,0,13,16,14,7,4,0,0,0,54,20.25,23.5,28,24.74,5.44,0,5,19,0,4,0,1,6,0,42,0,8,44,21,33,48,6,0,0,3,50,0,0,53,0,0,37,38,40,37.92,2.53,0,12,7,2,20,54,0,24,30,46,2,1,9,4,16,0,9,2,0,5,1,4,54,0,0,0,0,28,26,1,6,0,42,0,6,43,5,2867.5,3231.5,3522.25,3209.22,707,1,36,10,1,50,9.57,0.92,0,53,31,0,0,6,25,1,4,11,1,8,20,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,54.38,7.8,0,0,0,18.52,18.52,0,18.52
